time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-21T02:05:39.250Z,19.2329998016357,-155.404327392578,31.1499996185303,1.80999994,md,37,142,,0.189999998,hv,hv72008691,2020-06-21T06:28:17.995Z,8 km ENE of P?hala. Hawaii,earthquake,0.7,0.970000029,1.80999994,4,automatic,hv,hv
2020-06-21T02:04:58.815Z,38.1637,-117.8882,3.5,1.7,ml,26,61.54,14,241,nn,nn00751075,2020-06-21T02:40:12.546Z,31 km SE of Mina. Nevada,earthquake,,0.7,0.48,9,reviewed,nn,nn
2020-06-21T02:01:21.674Z,38174,-117.8862,4.6,3.5,ml,33,46.67,17,0.2229,nn,nn00751071,2020-06-21T05:50:15.655Z,30 km SE of Mina. Nevada,earthquake,,0.8,0.48,14,reviewed,nn,nn
2020-06-21T02:00:00.680Z,19.2083339691162,-155.419662475586,33.5699996948242,2.1099999,md,46,144,,0.109999999,hv,hv72008676,2020-06-21T02:09:47.640Z,6 km E of P?hala. Hawaii,earthquake,0.61,0.920000017,0.5,31,automatic,hv,hv
2020-06-21T01:57:21.090Z,40.0974998,-123.7456665,21.55,2.71,md,25,110,0.1083,0.17,nc,nc73412801,2020-06-21T04:29:03.186Z,7km ESE of Redway. CA,earthquake,0.5,0.53,0.13,23,automatic,nc,nc
2020-06-21T01:52:34.710Z,46.1925,-122.1945,1.48,0.55,ml,7,113,0.007709,0.16,uw,uw61645096,2020-06-21T05:36:35.990Z,36 km NNE of Amboy. Washington,earthquake,0.63,1.04,0.34828356753903,3,reviewed,uw,uw
2020-06-21T01:48:49.000Z,19.2281666666667,-155.3985,32.25,3.6,md,62,143,,0.11,hv,hv72008646,2020-06-21T08:34:03.281Z,8 km ENE of P?hala. Hawaii,earthquake,0.54,0.54,0.0998004259237699,28,reviewed,hv,hv
2020-06-21T01:45:08.330Z,33.5761667,-116.8056667,6.24,0.46,ml,20,88,0.03885,0.16,ci,ci39488176,2020-06-21T01:48:51.909Z,12km W of Anza. CA,earthquake,0.44,0.7,186,10,automatic,ci,ci
2020-06-21T01:43:59.100Z,38.8144989,-122.8180008,2.37,1.23,md,31,52,0.01039,0.04,nc,nc73412796,2020-06-21T04:14:04.082Z,7km NW of The Geysers. CA,earthquake,0.19,0.34,0.14,7,automatic,nc,nc
2020-06-21T01:40:56.090Z,38.1352,-118.0673,0.6,0.7,ml,10,160.69,33,0.08,nn,nn00751068,2020-06-21T01:48:45.430Z,28 km S of Mina. Nevada,earthquake,,9.9,,,automatic,nn,nn
2020-06-21T01:40:05.290Z,38.8356667,-122.8093338,2.05,0.8,md,18,52,0.01227,0.02,nc,nc73412786,2020-06-21T03:47:03.913Z,8km WNW of Cobb. CA,earthquake,0.24,0.56,0.05,3,automatic,nc,nc
2020-06-21T01:35:29.060Z,65.8158,-149.9873,5.8,1.1,ml,,,,0.73,ak,ak0207y4s1ca,2020-06-21T01:38:47.280Z,35 km NNE of Rampart. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-21T01:30:41.458Z,44.5319,-115.2636,10,2.5,ml,,44,437,0.43,us,us6000afp4,2020-06-21T01:40:39.040Z,43 km NW of Stanley. Idaho,earthquake,2.6,2,51,50,reviewed,us,us
2020-06-21T01:22:51.840Z,37.9523,-118077,12.5,0.6,ml,9,179.32,44,0.12,nn,nn00751066,2020-06-21T01:41:45.199Z,31 km N of Dyer. Nevada,earthquake,,10.7,,,automatic,nn,nn
2020-06-21T01:16:49.148Z,63.2861,-151.0308,2.1,1.3,ml,,,,0.6,ak,ak0207y4o0ap,2020-06-21T01:21:02.863Z,44 km SE of Denali National Park. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-21T01:16:04.550Z,19.2251663208008,-155.395172119141,30.9099998474121,2.07,ml,40,153,,0.129999995,hv,hv72008631,2020-06-21T02:01:06.402Z,9 km ENE of P?hala. Hawaii,earthquake,0.53,0.74000001,0.28,3,automatic,hv,hv
2020-06-21T01:14:01.630Z,38.1738,-117.7983,10.6,1,ml,11,157.89,79,0.09,nn,nn00751065,2020-06-21T01:24:45.245Z,36 km SE of Mina. Nevada,earthquake,,1.9,,,automatic,nn,nn
2020-06-21T01:13:50.764Z,35.94813919,-97.21215057,4.181303501,1.65,ml,30,77.68510437,0.07055716962,0.484928929,ok,ok2020mciz,2020-06-21T03:45:18.321Z,2 km ESE of Coyle. Oklahoma,earthquake,2.519332271,2.118936364,,24,automatic,ok,ok
2020-06-21T01:12:16.538Z,61.4246,-149.7204,61.6,1.9,ml,,,,0.56,ak,ak0207y4n2yq,2020-06-21T01:16:21.011Z,3 km S of Knik. Alaska,earthquake,,1,,,automatic,ak,ak
2020-06-21T01:11:05.100Z,35.7038333,-117.5026667,6.75,0.99,ml,10,183,0.1216,0.13,ci,ci39488168,2020-06-21T01:14:46.664Z,11km SW of Searles Valley. CA,earthquake,0.55,1.27,203,12,automatic,ci,ci
2020-06-21T01:10:57.580Z,57.8742,-156.4307,131.8,2,ml,,,,0.56,ak,ak0207y4mqn2,2020-06-21T01:16:20.505Z,67 km SE of Egegik. Alaska,earthquake,,0.8,,,automatic,ak,ak
2020-06-21T00:58:37.460Z,17.8581,-66.8695,14,2.87,md,21,234,0.1174,0.29,pr,pr2020173000,2020-06-21T01:17:46.364Z,13 km SSE of Guánica. Puerto Rico,earthquake,0.95,1.47,0.1,8,reviewed,pr,pr
2020-06-21T00:54:08.027Z,66.3395,-157.3721,3.9,1.2,ml,,,,0.96,ak,ak0207y4amps,2020-06-21T01:03:06.899Z,62 km S of Shungnak. Alaska,earthquake,,0.4,,,automatic,ak,ak
2020-06-21T00:45:10.976Z,64981,-147.3932,5.5,1.4,ml,,,,0.5,ak,ak0207y48pku,2020-06-21T00:49:02.066Z,10 km ENE of Fox. Alaska,earthquake,,0.2,,,automatic,ak,ak
2020-06-21T00:43:12.880Z,41.1881676,-121.9781647,7.53,2.55,md,16,140,,0.12,nc,nc73412766,2020-06-21T02:50:03.547Z,15km ESE of McCloud. CA,earthquake,0.55,2.4,0.18,15,automatic,nc,nc
2020-06-21T00:40:27.410Z,38.1298,-117.9857,10.6,0.7,ml,13,133.39,23,0.1,nn,nn00751062,2020-06-21T00:48:05.138Z,30 km SSE of Mina. Nevada,earthquake,,1.3,,,automatic,nn,nn
2020-06-21T00:34:17.770Z,38.1473,-117.9953,9.5,1.4,ml,13,146.55,55,0.13,nn,nn00751059,2020-06-21T00:42:05.184Z,28 km SSE of Mina. Nevada,earthquake,,2,,,automatic,nn,nn
2020-06-21T00:33:07.430Z,38.1562,-117965,7,1.9,ml,19,125.08,204,0.06,nn,nn00751056,2020-06-21T00:36:25.935Z,28 km SSE of Mina. Nevada,earthquake,,9.6,,,automatic,nn,nn
2020-06-21T00:20:11.087Z,64.7698,-148.8164,18.3,1,ml,,,,0.31,ak,ak0207y43clx,2020-06-21T00:31:17.282Z,23 km NE of Four Mile Road. Alaska,earthquake,,0.2,,,automatic,ak,ak
2020-06-21T00:17:49.736Z,66.3541,-157.6273,15.9,1,ml,,,,1.33,ak,ak0207y42sgg,2020-06-21T00:22:23.428Z,63 km SSW of Shungnak. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-21T00:15:31.220Z,38.1855,-117.7783,6.2,1,ml,11,111.64,61,0.03,nn,nn00751051,2020-06-21T00:21:05.060Z,36 km SE of Mina. Nevada,earthquake,,2.6,,,automatic,nn,nn
2020-06-21T00:14:28.743Z,-33.7997,-177.7909,10,4.7,mb,,123,16418,0.83,us,us6000afn3,2020-06-21T00:43:15.040Z,south of the Kermadec Islands,earthquake,15.4,1.9,117,22,reviewed,us,us
2020-06-21T00:08:42.585Z,62.6527,-149.3142,44.8,1.8,ml,,,,0.77,ak,ak0207y40ufs,2020-06-21T00:13:30.318Z,46 km ENE of Chase. Alaska,earthquake,,0.9,,,automatic,ak,ak
2020-06-21T00:04:51.120Z,38.1648,-117.9555,5.5,1.9,ml,22,75.51,25,0.11,nn,nn00751048,2020-06-21T00:08:26.338Z,28 km SSE of Mina. Nevada,earthquake,,0.4,,,automatic,nn,nn
2020-06-20T23:55:52.166Z,-18.0412,-178483,595.52,4.5,mb,,122,3311,0.91,us,us6000afnf,2020-06-21T05:45:00.040Z,232 km E of Levuka. Fiji,earthquake,13.6,7.2,87,39,reviewed,us,us
2020-06-20T23:53:35.320Z,38.1292,-117.9657,9.9,1.6,ml,13,137.95,16,0.14,nn,nn00751044,2020-06-21T00:02:50.446Z,31 km SSE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-06-20T23:52:18.410Z,38145,-117.9378,14.9,1.1,ml,10,131.63,7,0.36,nn,nn00751043,2020-06-20T23:55:49.386Z,31 km SSE of Mina. Nevada,earthquake,,3,,,automatic,nn,nn
2020-06-20T23:50:15.200Z,38.1663,-118.0993,1,1.2,ml,11,158.15,102,0.1,nn,nn00751040,2020-06-20T23:53:28.701Z,24 km S of Mina. Nevada,earthquake,,10.1,,,automatic,nn,nn
2020-06-20T23:47:27.490Z,38.7606659,-122.7318344,2.23,0.1,md,6,154,0.00553,0.02,nc,nc73412741,2020-06-21T00:02:09.481Z,3km SE of The Geysers. CA,earthquake,1.56,1.96,,1,automatic,nc,nc
2020-06-20T23:45:45.590Z,38.1553,-117.9808,8,1.3,ml,15,132.14,22,0.05,nn,nn00751038,2020-06-20T23:51:29.033Z,28 km SSE of Mina. Nevada,earthquake,,1.1,,,automatic,nn,nn
2020-06-20T23:38:44.580Z,33.0278333,-115.9986667,4.95,1.53,ml,38,32,0.1428,0.29,ci,ci39488120,2020-06-20T23:49:42.550Z,18km SE of Ocotillo Wells. CA,earthquake,0.37,1.44,187,28,automatic,ci,ci
2020-06-20T23:33:21.170Z,17982,-66.8305,13,2.32,md,18,171,0.0492,0.15,pr,pr2020172015,2020-06-21T00:28:19.871Z,1 km SW of Indios. Puerto Rico,earthquake,0.52,0.41,0.08,10,reviewed,pr,pr
2020-06-20T23:33:14.370Z,38.1535,-118.0332,1.5,0.8,ml,9,188.85,65,0.15,nn,nn00751036,2020-06-20T23:47:06.743Z,27 km SSE of Mina. Nevada,earthquake,,14.6,,,automatic,nn,nn
2020-06-20T23:30:53.700Z,38.1977,-117.7802,0.4,1.4,ml,17,93.35,56,0.12,nn,nn00751032,2020-06-20T23:34:50.817Z,35 km SE of Mina. Nevada,earthquake,,9.1,,,automatic,nn,nn
2020-06-20T23:20:54.650Z,36.2318333,-117.8911667,1.53,2.32,ml,23,90,0.1177,0.13,ci,ci39488104,2020-06-20T23:24:30.963Z,12km ESE of Olancha. CA,earthquake,0.28,0.53,181,25,automatic,ci,ci
2020-06-20T23:16:04.250Z,35.6356667,-117.4313333,9.68,1.04,ml,13,172,0.1232,0.23,ci,ci39488096,2020-06-20T23:19:48.891Z,15km S of Searles Valley. CA,earthquake,0.75,1.49,195,12,automatic,ci,ci
2020-06-20T23:13:55.500Z,38.1135,-118.0317,1.7,0.9,ml,12,155.48,47,0.15,nn,nn00751028,2020-06-20T23:21:48.788Z,31 km SSE of Mina. Nevada,earthquake,,14.8,,,automatic,nn,nn
2020-06-20T23:11:57.840Z,38261,-117.8443,12.7,0.6,ml,9,125.96,47,0.03,nn,nn00751027,2020-06-20T23:15:26.905Z,27 km ESE of Mina. Nevada,earthquake,,6.9,,,automatic,nn,nn
2020-06-20T23:10:31.040Z,17.8406,-66.7936,7,2.82,md,22,220,0.1594,0.24,pr,pr2020172014,2020-06-21T00:05:01.705Z,17 km S of Indios. Puerto Rico,earthquake,0.47,0.57,0.15,14,reviewed,pr,pr
2020-06-20T23:10:01.240Z,33.7421667,-117483,6.87,0.41,ml,12,116,0.07639,0.21,ci,ci39488080,2020-06-20T23:13:45.645Z,13km NE of Trabuco Canyon. CA,earthquake,0.5,0.75,99,5,automatic,ci,ci
2020-06-20T23:04:56.574Z,-59.7727,-26.0871,35,5.1,mb,,80,15065,0.81,us,us6000aflv,2020-06-20T23:23:01.040Z,South Sandwich Islands region,earthquake,12,2,75,58,reviewed,us,us
2020-06-20T23:00:17.167Z,63.1458,-151.07,21.8,1.5,ml,,,,0.93,ak,ak0207wu4p6c,2020-06-20T23:03:34.014Z,54 km SE of Denali National Park. Alaska,earthquake,,0.9,,,automatic,ak,ak
2020-06-20T22:56:50.351Z,61.9695,-148.2546,30.9,1.1,ml,,,,0.93,ak,ak0207wtvc8b,2020-06-20T23:00:52.912Z,22 km NNE of Chickaloon. Alaska,earthquake,,0.2,,,automatic,ak,ak
2020-06-20T22:54:40.870Z,38.1808,-117.9477,6.3,1.1,ml,16,76.42,0.03,0.11,nn,nn00751025,2020-06-20T23:13:29.220Z,27 km SSE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-06-20T22:53:59.910Z,19.4068336486816,-155.285003662109,0.100000001490116,1.79999995,md,13,76,,0.0900000036,hv,hv72008506,2020-06-20T22:56:52.890Z,6 km SW of Volcano. Hawaii,earthquake,0.18,0.449999988,0.200000003,9,automatic,hv,hv
2020-06-20T22:53:53.670Z,34203,-117524,9.53,1.46,ml,49,52,0.1069,0.22,ci,ci39488064,2020-06-20T23:04:27.520Z,7km SSW of Lytle Creek. CA,earthquake,0.31,0.64,173,30,automatic,ci,ci
2020-06-20T22:50:06.440Z,36.1215,-118.0556667,1.93,1.29,ml,20,80,0.1626,0.15,ci,ci39488056,2020-06-20T22:53:52.719Z,13km NW of Coso Junction. CA,earthquake,0.31,1.08,164,18,automatic,ci,ci
2020-06-20T22:47:17.380Z,38139,-117.9982,1.4,0.7,ml,8,153.03,44,0.21,nn,nn00751024,2020-06-20T22:55:47.883Z,29 km SSE of Mina. Nevada,earthquake,,2.2,,,automatic,nn,nn
2020-06-20T22:43:27.749Z,61497,-149.9319,30.8,1.3,ml,,,,0.69,ak,ak0207wtsi69,2020-06-20T22:53:10.609Z,2 km SSE of Big Lake. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-20T22:39:47.630Z,35.6886667,-117.4635,2.08,0.68,ml,14,179,102,0.18,ci,ci39488040,2020-06-20T22:43:22.607Z,10km SSW of Searles Valley. CA,earthquake,0.63,0.83,245,7,automatic,ci,ci
2020-06-20T22:38:07.025Z,61.4532,-149.9146,24.6,3.1,ml,,,,0.56,ak,ak0207wtrdxo,2020-06-21T05:41:08.287Z,7 km SSE of Big Lake. Alaska,earthquake,,0.5,,,reviewed,ak,ak
2020-06-20T22:34:44.050Z,64.8023,-148.9334,15.9,3.2,ml,,,,0.8,ak,ak0207wtqlz9,2020-06-20T22:57:47.040Z,23 km NNE of Four Mile Road. Alaska,earthquake,,0.2,,,automatic,ak,ak
2020-06-20T22:31:03.900Z,37.0963,-117026,7.9,2.4,ml,8,217.28,1.25,0.1,nn,nn00751021,2020-06-20T22:37:07.433Z,31 km NW of Beatty. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-06-20T22:28:28.700Z,38.1683,-118.0152,1.2,1.6,ml,14,68.74,26,0.12,nn,nn00751019,2020-06-20T22:32:51.506Z,25 km SSE of Mina. Nevada,earthquake,,0.8,,,automatic,nn,nn
2020-06-20T22:14:42.269Z,63.0874,-149.3308,86.7,1.7,ml,,,,0.41,ak,ak0207wtmbje,2020-06-20T22:23:26.526Z,38 km SSW of Cantwell. Alaska,earthquake,,0.7,,,automatic,ak,ak
2020-06-20T22:12:53.160Z,38.1677,-117.8363,5.8,1.4,ml,15,65.75,25,0.07,nn,nn00751016,2020-06-20T22:29:49.670Z,34 km SE of Mina. Nevada,earthquake,,0.4,,,automatic,nn,nn
2020-06-20T22:10:32.650Z,19.1916675567627,-155.462997436523,-0.200000002980232,1.78999996,md,35,110,,0.200000003,hv,hv72008476,2020-06-20T22:13:39.750Z,2 km SE of P?hala. Hawaii,earthquake,0.42,0.200000003,1.02999997,14,automatic,hv,hv
2020-06-20T22:10:31.060Z,35.9085,-117733,10.2,0.75,ml,10,71,0.07773,0.08,ci,ci39488000,2020-06-20T22:14:14.410Z,16km E of Little Lake. CA,earthquake,0.25,0.71,199,9,automatic,ci,ci
2020-06-20T22:08:20.950Z,38.1325,-118.0817,5.6,1.4,ml,15,121.33,62,0.13,nn,nn00751013,2020-06-20T22:13:31.583Z,28 km S of Mina. Nevada,earthquake,,2.7,,,automatic,nn,nn
2020-06-20T22:08:08.631Z,51.1727,-179.1306,38.65,3.8,mb,,210,429,0.78,us,us6000afm6,2020-06-21T06:10:35.887Z,190 km WSW of Adak. Alaska,earthquake,5.3,8.9,101,25,reviewed,us,us
2020-06-20T22:08:06.030Z,19.2146663665771,-155.399337768555,30.8999996185303,1.90999997,md,46,158,,0.119999997,hv,hv72008471,2020-06-20T22:11:19.420Z,8 km E of P?hala. Hawaii,earthquake,0.58,0.850000024,0.939999998,15,automatic,hv,hv
2020-06-20T21:55:44.270Z,38.8061676,-122.80233,0.98,1.36,md,28,41,0.01718,0.04,nc,nc73412721,2020-06-21T01:52:04.152Z,5km NW of The Geysers. CA,earthquake,0.15,0.32,0.17,7,automatic,nc,nc
2020-06-20T21:54:59.020Z,38.1735,-117.8117,7.3,2,ml,25,54.59,51,0.1,nn,nn00751010,2020-06-20T22:09:16.841Z,35 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-20T21:53:12.310Z,33572,-116.8021667,7.14,0.34,ml,18,69,0.03844,0.21,ci,ci39487976,2020-06-20T21:57:02.287Z,12km W of Anza. CA,earthquake,0.56,0.85,108,9,automatic,ci,ci
2020-06-20T21:51:24.520Z,38.0446663,-118.7491684,2.68,2.77,md,32,110,0.2822,0.07,nc,nc73412716,2020-06-21T01:23:03.975Z,30km SE of Bodie. CA,earthquake,0.38,7.4,0.2,27,automatic,nc,nc
2020-06-20T21:44:01.150Z,33.5006667,-116.5088333,8.58,0.43,ml,15,64,0.05963,0.22,ci,ci39487968,2020-06-20T21:47:48.225Z,16km ESE of Anza. CA,earthquake,0.38,1,152,10,automatic,ci,ci
2020-06-20T21:40:33.130Z,38.1768,-117.8715,7.1,1,ml,14,113.8,23,0.03,nn,nn00751003,2020-06-20T21:52:29.461Z,31 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-06-20T21:31:21.940Z,37.5208321,-122.3453369,23.79,1.55,md,7,221,0.1408,0.11,nc,nc73412696,2020-06-21T01:08:02.882Z,0km S of Highlands-Baywood Park. CA,earthquake,1.83,1.34,0.03,6,automatic,nc,nc
2020-06-20T21:29:53.626Z,-12.5637,166.7966,131.4,4.8,mb,,154,2893,0.55,us,us6000afkj,2020-06-20T21:59:52.040Z,166 km NNW of Sola. Vanuatu,earthquake,11.7,8,75,55,reviewed,us,us
2020-06-20T21:28:21.520Z,17.9438,-66.9468,9,2.27,md,17,204,0.0745,0.16,pr,pr2020172013,2020-06-20T21:41:33.555Z,5 km SW of Guánica. Puerto Rico,earthquake,0.45,0.65,0.52,12,reviewed,pr,pr
2020-06-20T21:25:47.033Z,66.2157,-157.1919,0,1.8,ml,,,,0.74,ak,ak0207wt395y,2020-06-20T21:30:40.669Z,67 km NNW of Huslia. Alaska,earthquake,,0.3,,,automatic,ak,ak
2020-06-20T21:22:18.280Z,38.1472,-117884,0.1,1.4,ml,16,103.19,75,0.11,nn,nn00750997,2020-06-20T21:26:49.420Z,33 km SE of Mina. Nevada,earthquake,,9.6,,,automatic,nn,nn
2020-06-20T21:20:28.940Z,38.7874985,-122.7636642,1.8,0.58,md,15,68,0.01347,0.02,nc,nc73412691,2020-06-20T21:30:03.497Z,1km NNW of The Geysers. CA,earthquake,0.27,0.52,0.06,4,automatic,nc,nc
2020-06-20T21:16:12.810Z,36.8286667,-121.5693359,2.83,1.6,md,14,58,0.03053,0.3,nc,nc73412686,2020-06-21T00:41:02.725Z,3km SW of San Juan Bautista. CA,earthquake,0.78,1.62,0.12,11,automatic,nc,nc
2020-06-20T21:13:59.450Z,38.1972,-117.7452,3.1,0.7,ml,9,104.21,56,0.05,nn,nn00750995,2020-06-20T21:23:26.729Z,38 km SE of Mina. Nevada,earthquake,,4.4,,,automatic,nn,nn
2020-06-20T21:04:59.920Z,38.8334999,-122.7841644,1.83,1.2,md,27,58,0.006879,0.04,nc,nc73412676,2020-06-20T23:50:03.401Z,5km WNW of Cobb. CA,earthquake,0.2,0.31,0.16,6,automatic,nc,nc
2020-06-20T20:58:42.280Z,33469,-116.4996667,15.92,0.52,ml,19,94,0.08944,0.22,ci,ci39487944,2020-06-20T21:02:29.765Z,19km ESE of Anza. CA,earthquake,0.47,0.81,79,8,automatic,ci,ci
2020-06-20T20:54:49.480Z,38.1902,-117.75,12.4,1.7,ml,26,81.25,33,0.08,nn,nn00750988,2020-06-20T21:08:53.919Z,38 km SE of Mina. Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-06-20T20:47:20.940Z,38.1445,-118.0047,1.8,1.3,ml,13,135.25,32,0.1,nn,nn00750986,2020-06-20T20:55:48.805Z,28 km SSE of Mina. Nevada,earthquake,,10.5,,,automatic,nn,nn
2020-06-20T20:45:43.669Z,63.9429,-148.9631,1.8,1.6,ml,,,,0.93,ak,ak0207wsm3n1,2020-06-20T20:50:26.386Z,9 km N of Healy. Alaska,earthquake,,0.4,,,automatic,ak,ak
2020-06-20T20:41:40.080Z,19.1895008087158,-155.468826293945,0.680000007152557,2.2,ml,44,96,,0.239999995,hv,hv72008391,2020-06-20T20:47:16.710Z,1 km SE of P?hala. Hawaii,earthquake,0.39,0.439999998,0.1,11,automatic,hv,hv
2020-06-20T20:39:57.090Z,33.6271667,-116.7543333,7.83,0.28,ml,11,95,0.03437,0.23,ci,ci39487936,2020-06-20T20:43:38.841Z,11km NW of Anza. CA,earthquake,0.97,1.55,84,6,automatic,ci,ci
2020-06-20T20:34:46.080Z,38.1887,-117.8163,4.2,1.1,ml,10,105.51,56,0.1,nn,nn00750978,2020-06-20T20:44:00.575Z,34 km SE of Mina. Nevada,earthquake,,7.2,,,automatic,nn,nn
2020-06-20T20:33:17.230Z,38.1477,-117.9945,0,1.2,ml,12,111.07,64,0.31,nn,nn00750975,2020-06-20T20:36:26.612Z,28 km SSE of Mina. Nevada,earthquake,,24.3,,,automatic,nn,nn
2020-06-20T20:31:02.614Z,54.3028,-159.6751,33.38,3.6,mb,,207,531,0.77,us,us6000afjy,2020-06-20T23:29:44.587Z,126 km SSE of Sand Point. Alaska,earthquake,6.3,9,144,12,reviewed,us,us
2020-06-20T20:30:05.720Z,19.2181663513184,-155.444671630859,34.7299995422363,1.88,md,27,118,,0.150000006,hv,hv72008371,2020-06-20T20:33:16.970Z,3 km ENE of P?hala. Hawaii,earthquake,0.96,1.09000003,1.07000005,3,automatic,hv,hv
2020-06-20T20:29:50.460Z,38.1785,-117787,12.9,1.2,ml,12,97.52,82,0.07,nn,nn00750972,2020-06-20T20:36:14.228Z,36 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-20T20:26:42.780Z,38.1927,-117.7468,12.4,1.5,ml,16,122.77,119,0.11,nn,nn00750970,2020-06-20T20:31:10.748Z,38 km SE of Mina. Nevada,earthquake,,1.4,,,automatic,nn,nn
2020-06-20T20:26:02.360Z,17.9503,-66.9508,13,2.55,md,13,209,0.0758,0.17,pr,pr2020172012,2020-06-20T20:49:21.663Z,5 km WSW of Guánica. Puerto Rico,earthquake,0.65,0.38,0.31,10,reviewed,pr,pr
2020-06-20T20:18:56.210Z,34.0751667,-117.2865,14.42,1.3,ml,37,90,0.03076,0.19,ci,ci39487912,2020-06-20T20:22:44.231Z,2km E of Colton. CA,earthquake,0.28,0.56,0.17,27,automatic,ci,ci
2020-06-20T20:11:18.442Z,66.2546,-18.6752,10,4.5,mb,,58,1874,0.55,us,us6000afjq,2020-06-20T21:44:00.040Z,15 km NE of Siglufjörður. Iceland,earthquake,7.1,1.9,55,97,reviewed,us,us
2020-06-20T20:02:12.280Z,33.7596667,-115.9988333,1.73,1.22,ml,31,99,0.1045,0.17,ci,ci39487904,2020-06-20T20:12:46.810Z,18km ENE of Coachella. CA,earthquake,0.29,0.48,0.09,26,automatic,ci,ci
2020-06-20T19:59:38.720Z,38.1862,-117.8767,12.4,1.8,ml,18,55.15,28,0.13,nn,nn00750965,2020-06-20T20:10:11.274Z,30 km SE of Mina. Nevada,earthquake,,0.7,,,automatic,nn,nn
2020-06-20T19:55:35.270Z,38.1447,-117.9647,11.1,2.3,ml,27,48.73,15,0.09,nn,nn00750963,2020-06-20T20:00:34.220Z,30 km SSE of Mina. Nevada,earthquake,,0.5,,,automatic,nn,nn
2020-06-20T19:44:55.561Z,66.1872,-157.1861,0,1.6,ml,,,,0.51,ak,ak0207ws0h6t,2020-06-20T19:52:57.465Z,65 km NNW of Huslia. Alaska,earthquake,,0.5,,,automatic,ak,ak
2020-06-20T19:39:27.500Z,36.0026665,-120.5668335,4.01,2.71,md,45,93,0.02542,0.09,nc,nc73412661,2020-06-20T22:53:04.133Z,17km NW of Parkfield. CA,earthquake,0.22,0.3,0.13,41,automatic,nc,nc
2020-06-20T19:38:32.770Z,33579,-116802,7.45,0.38,ml,15,67,0.03487,0.17,ci,ci39487864,2020-06-20T19:42:17.419Z,12km WNW of Anza. CA,earthquake,0.43,0.79,117,6,automatic,ci,ci
2020-06-20T19:35:30.274Z,60.8531,-150.8801,7.6,1.8,ml,,,,0.53,ak,ak0207wryhtb,2020-06-20T19:40:22.815Z,12 km SW of Point Possession. Alaska,earthquake,,0.4,,,automatic,ak,ak
2020-06-20T19:34:05.510Z,33.4855,-116.8026667,6.38,0.96,ml,35,39,0.02687,0.18,ci,ci39487856,2020-06-20T19:37:54.541Z,8km NE of Aguanga. CA,earthquake,0.21,0.6,113,26,automatic,ci,ci
2020-06-20T19:30:40.240Z,38.0758324,-118.7608337,2.61,1.97,md,7,196,0.2672,0.02,nc,nc73412656,2020-06-20T19:48:02.958Z,27km SE of Bodie. CA,earthquake,1.66,8.53,0.02,2,automatic,nc,nc
2020-06-20T19:26:22.754Z,66.2239,-18.7458,10,5.7,mww,,56,1832,0.94,us,us6000afj6,2020-06-20T23:07:42.271Z,10 km NE of Siglufjörður. Iceland,earthquake,6.1,1.8,43,51,reviewed,us,us
2020-06-20T19:25:10.840Z,38.1772,-117.8618,8.6,0.8,ml,11,94.76,28,0.04,nn,nn00750957,2020-06-20T19:30:07.733Z,32 km SE of Mina. Nevada,earthquake,,2.6,,,automatic,nn,nn
2020-06-20T19:22:50.420Z,34.0531667,-117.2588333,14.57,0.73,ml,19,123,98,0.14,ci,ci39487824,2020-06-21T00:40:48.786Z,1km NNE of Loma Linda. CA,earthquake,0.29,0.57,139,7,reviewed,ci,ci
2020-06-20T19:16:01.850Z,38.1863,-117.7918,5.1,1.2,ml,20,59.79,55,0.1,nn,nn00750953,2020-06-20T19:26:50.854Z,35 km SE of Mina. Nevada,earthquake,,0.9,,,automatic,nn,nn
2020-06-20T19:12:15.690Z,38.2185,-118.0222,2.6,1.5,ml,13,80.8,32,0.12,nn,nn00750951,2020-06-20T19:17:08.810Z,20 km SSE of Mina. Nevada,earthquake,,2.3,,,automatic,nn,nn
2020-06-20T19:02:52.220Z,37.6469994,-119.0213318,-0.19,1.42,md,8,110,0.01058,0.02,nc,nc73412616,2020-06-20T21:48:02.599Z,4km WNW of Mammoth Lakes. CA,earthquake,0.4,0.48,0.49,7,automatic,nc,nc
2020-06-20T19:01:37.090Z,33492,-116.4785,12.5,1.14,ml,37,64,0.07868,0.2,ci,ci39487808,2020-06-20T19:05:24.960Z,19km ESE of Anza. CA,earthquake,0.25,0.57,143,26,automatic,ci,ci
